case_id,model_id,model_revision,selected_layer,row,B,L,component,boundary,Q_S,Q_R,RI,tile_evaluations,matrix_N_K_per_copy,copies,valid_resident_bytes,allocated_tile_bytes,resident_tiles,operator_shared_input_overlap_removed,initial_KV_tokens,final_KV_tokens,initial_valid_resident_bytes,appended_tokens,append,directory,results_path,results_sha256,delivery_revision,delivery_sha256,json_pointer
qwen36_35b_a3b/attention_decode/131072,qwen36_35b_a3b,995ad96eacd98c81ed38be0c5b274b04031597b0,3,attention_decode,,131072,AV,operator,2097152,512,4096,,"[256,131072]",2,67108864,67108864,4096,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1],[128,1]],""logical_slice_write_events"":4,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":4,""valid_write_bytes_per_token"":512}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/17/result/parts/AV/operator
hy3_295b/qkv_projection/one_token,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,qkv_projection,,,total,ports,327680,0,∞,2560,,,41943040,41943040,2560,8192,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/3/result/ports
hy3_295b/qkv_projection/one_token,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,qkv_projection,,,total,operator,4096,0,∞,,,,41943040,41943040,2560,8192,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/3/result/operator
hy3_295b/qkv_projection/one_token,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,qkv_projection,,,Q,ports,262144,0,∞,2048,"[8192,4096]",1,33554432,33554432,2048,,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/3/result/parts/Q/ports
hy3_295b/qkv_projection/one_token,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,qkv_projection,,,Q,operator,4096,0,∞,,"[8192,4096]",1,33554432,33554432,2048,,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/3/result/parts/Q/operator
hy3_295b/qkv_projection/one_token,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,qkv_projection,,,K,ports,32768,0,∞,256,"[1024,4096]",1,4194304,4194304,256,,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/3/result/parts/K/ports
hy3_295b/qkv_projection/one_token,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,qkv_projection,,,K,operator,4096,0,∞,,"[1024,4096]",1,4194304,4194304,256,,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/3/result/parts/K/operator
hy3_295b/qkv_projection/one_token,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,qkv_projection,,,V,ports,32768,0,∞,256,"[1024,4096]",1,4194304,4194304,256,,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/3/result/parts/V/ports
hy3_295b/qkv_projection/one_token,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,qkv_projection,,,V,operator,4096,0,∞,,"[1024,4096]",1,4194304,4194304,256,,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/3/result/parts/V/operator
hy3_295b/ffn_or_moe/8,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,ffn_or_moe,8,,total,ports,1179648,18874368,1/16,9216,,,18874368,18874368,1152,32768,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/9/result/ports
hy3_295b/ffn_or_moe/8,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,ffn_or_moe,8,,total,operator,45056,18874368,11/4608,,,,18874368,18874368,1152,32768,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/9/result/operator
hy3_295b/ffn_or_moe/8,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,ffn_or_moe,8,,gate,ports,393216,6291456,1/16,3072,"[1536,4096]",1,6291456,6291456,384,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/9/result/parts/gate/ports
hy3_295b/ffn_or_moe/8,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,ffn_or_moe,8,,gate,operator,32768,6291456,1/192,,"[1536,4096]",1,6291456,6291456,384,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/9/result/parts/gate/operator
hy3_295b/ffn_or_moe/8,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,ffn_or_moe,8,,up,ports,393216,6291456,1/16,3072,"[1536,4096]",1,6291456,6291456,384,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/9/result/parts/up/ports
hy3_295b/ffn_or_moe/8,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,ffn_or_moe,8,,up,operator,32768,6291456,1/192,,"[1536,4096]",1,6291456,6291456,384,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/9/result/parts/up/operator
hy3_295b/ffn_or_moe/8,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,ffn_or_moe,8,,down,ports,393216,6291456,1/16,3072,"[4096,1536]",1,6291456,6291456,384,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/9/result/parts/down/ports
hy3_295b/ffn_or_moe/8,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,ffn_or_moe,8,,down,operator,12288,6291456,1/512,,"[4096,1536]",1,6291456,6291456,384,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/9/result/parts/down/operator
hy3_295b/ffn_or_moe/64,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,ffn_or_moe,64,,total,ports,9437184,18874368,1/2,73728,,,18874368,18874368,1152,262144,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/10/result/ports
hy3_295b/ffn_or_moe/64,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,ffn_or_moe,64,,total,operator,360448,18874368,11/576,,,,18874368,18874368,1152,262144,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/10/result/operator
hy3_295b/ffn_or_moe/64,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,ffn_or_moe,64,,gate,ports,3145728,6291456,1/2,24576,"[1536,4096]",1,6291456,6291456,384,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/10/result/parts/gate/ports
hy3_295b/ffn_or_moe/64,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,ffn_or_moe,64,,gate,operator,262144,6291456,1/24,,"[1536,4096]",1,6291456,6291456,384,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/10/result/parts/gate/operator
hy3_295b/ffn_or_moe/64,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,ffn_or_moe,64,,up,ports,3145728,6291456,1/2,24576,"[1536,4096]",1,6291456,6291456,384,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/10/result/parts/up/ports
hy3_295b/ffn_or_moe/64,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,ffn_or_moe,64,,up,operator,262144,6291456,1/24,,"[1536,4096]",1,6291456,6291456,384,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/10/result/parts/up/operator
hy3_295b/ffn_or_moe/64,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,ffn_or_moe,64,,down,ports,3145728,6291456,1/2,24576,"[4096,1536]",1,6291456,6291456,384,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/10/result/parts/down/ports
hy3_295b/ffn_or_moe/64,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,ffn_or_moe,64,,down,operator,98304,6291456,1/64,,"[4096,1536]",1,6291456,6291456,384,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/10/result/parts/down/operator
hy3_295b/ffn_or_moe/512,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,ffn_or_moe,512,,total,ports,75497472,18874368,4,589824,,,18874368,18874368,1152,2097152,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/11/result/ports
hy3_295b/ffn_or_moe/512,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,ffn_or_moe,512,,total,operator,2883584,18874368,11/72,,,,18874368,18874368,1152,2097152,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/11/result/operator
hy3_295b/ffn_or_moe/512,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,ffn_or_moe,512,,gate,ports,25165824,6291456,4,196608,"[1536,4096]",1,6291456,6291456,384,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/11/result/parts/gate/ports
hy3_295b/ffn_or_moe/512,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,ffn_or_moe,512,,gate,operator,2097152,6291456,1/3,,"[1536,4096]",1,6291456,6291456,384,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/11/result/parts/gate/operator
hy3_295b/ffn_or_moe/512,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,ffn_or_moe,512,,up,ports,25165824,6291456,4,196608,"[1536,4096]",1,6291456,6291456,384,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/11/result/parts/up/ports
hy3_295b/ffn_or_moe/512,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,ffn_or_moe,512,,up,operator,2097152,6291456,1/3,,"[1536,4096]",1,6291456,6291456,384,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/11/result/parts/up/operator
hy3_295b/ffn_or_moe/512,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,ffn_or_moe,512,,down,ports,25165824,6291456,4,196608,"[4096,1536]",1,6291456,6291456,384,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/11/result/parts/down/ports
hy3_295b/ffn_or_moe/512,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,ffn_or_moe,512,,down,operator,786432,6291456,1/8,,"[4096,1536]",1,6291456,6291456,384,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/11/result/parts/down/operator
hy3_295b/attention_prefill/1024,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,attention_prefill,,1024,total,ports,71335936,2097152,2177/64,589824,,,2097152,2097152,128,0,0,1024,0,1024,,table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/18/result/ports
hy3_295b/attention_prefill/1024,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,attention_prefill,,1024,total,operator,41975808,2097152,1281/64,,,,2097152,2097152,128,0,0,1024,0,1024,,table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/18/result/operator
hy3_295b/attention_prefill/1024,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,attention_prefill,,1024,QK,ports,37748736,1048576,36,294912,"[1024,128]",8,1048576,1048576,64,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":8192,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/18/result/parts/QK/ports
hy3_295b/attention_prefill/1024,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,attention_prefill,,1024,QK,operator,8388608,1048576,8,,"[1024,128]",8,1048576,1048576,64,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":8192,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/18/result/parts/QK/operator
hy3_295b/attention_prefill/1024,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,attention_prefill,,1024,AV,ports,33587200,1048576,1025/32,294912,"[128,1024]",8,1048576,1048576,64,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":8192,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/18/result/parts/AV/ports
hy3_295b/attention_prefill/1024,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,attention_prefill,,1024,AV,operator,33587200,1048576,1025/32,,"[128,1024]",8,1048576,1048576,64,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":8192,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/18/result/parts/AV/operator
hy3_295b/attention_prefill/16384,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,attention_prefill,,16384,total,ports,17247502336,33554432,32897/64,135266304,,,33554432,33554432,2048,0,0,16384,0,16384,,table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/19/result/ports
hy3_295b/attention_prefill/16384,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,attention_prefill,,16384,total,operator,8724676608,33554432,16641/64,,,,33554432,33554432,2048,0,0,16384,0,16384,,table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/19/result/operator
hy3_295b/attention_prefill/16384,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,attention_prefill,,16384,QK,ports,8657043456,16777216,516,67633152,"[16384,128]",8,16777216,16777216,1024,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":131072,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/19/result/parts/QK/ports
hy3_295b/attention_prefill/16384,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,attention_prefill,,16384,QK,operator,134217728,16777216,8,,"[16384,128]",8,16777216,16777216,1024,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":131072,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/19/result/parts/QK/operator
hy3_295b/attention_prefill/16384,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,attention_prefill,,16384,AV,ports,8590458880,16777216,16385/32,67633152,"[128,16384]",8,16777216,16777216,1024,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":131072,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/19/result/parts/AV/ports
hy3_295b/attention_prefill/16384,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,attention_prefill,,16384,AV,operator,8590458880,16777216,16385/32,,"[128,16384]",8,16777216,16777216,1024,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":131072,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/19/result/parts/AV/operator
hy3_295b/attention_prefill/131072,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,attention_prefill,,131072,total,ports,1100052692992,268435456,262273/64,8598323200,,,268435456,268435456,16384,0,0,131072,0,131072,,table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/20/result/ports
hy3_295b/attention_prefill/131072,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,attention_prefill,,131072,total,operator,550833750016,268435456,131329/64,,,,268435456,268435456,16384,0,0,131072,0,131072,,table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/20/result/operator
hy3_295b/attention_prefill/131072,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,attention_prefill,,131072,QK,ports,550292684800,134217728,4100,4299161600,"[131072,128]",8,134217728,134217728,8192,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":1048576,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/20/result/parts/QK/ports
hy3_295b/attention_prefill/131072,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,attention_prefill,,131072,QK,operator,1073741824,134217728,8,,"[131072,128]",8,134217728,134217728,8192,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":1048576,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/20/result/parts/QK/operator
hy3_295b/attention_prefill/131072,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,attention_prefill,,131072,AV,ports,549760008192,134217728,131073/32,4299161600,"[128,131072]",8,134217728,134217728,8192,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":1048576,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/20/result/parts/AV/ports
hy3_295b/attention_prefill/131072,hy3_295b,a960ebc3da325ba167f069f76c41eb62c9280d22,1,attention_prefill,,131072,AV,operator,549760008192,134217728,131073/32,,"[128,131072]",8,134217728,134217728,8192,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":1048576,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/20/result/parts/AV/operator
