case_id,model_id,model_revision,selected_layer,row,B,L,component,boundary,Q_S,Q_R,RI,tile_evaluations,matrix_N_K_per_copy,copies,valid_resident_bytes,allocated_tile_bytes,resident_tiles,operator_shared_input_overlap_removed,initial_KV_tokens,final_KV_tokens,initial_valid_resident_bytes,appended_tokens,append,directory,results_path,results_sha256,delivery_revision,delivery_sha256,json_pointer
ministral3_8b_2512/attention_prefill/16384,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_prefill,,16384,total,operator,4362338304,33554432,16641/128,,,,33554432,33554432,2048,0,0,16384,0,16384,,table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/7/result/operator
ministral3_8b_2512/attention_prefill/16384,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_prefill,,16384,QK,ports,4328521728,16777216,258,33816576,"[16384,128]",8,16777216,16777216,1024,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":131072,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/7/result/parts/QK/ports
ministral3_8b_2512/attention_prefill/16384,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_prefill,,16384,QK,operator,67108864,16777216,4,,"[16384,128]",8,16777216,16777216,1024,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":131072,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/7/result/parts/QK/operator
ministral3_8b_2512/attention_prefill/16384,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_prefill,,16384,AV,ports,4295229440,16777216,16385/64,33816576,"[128,16384]",8,16777216,16777216,1024,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":131072,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/7/result/parts/AV/ports
ministral3_8b_2512/attention_prefill/16384,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_prefill,,16384,AV,operator,4295229440,16777216,16385/64,,"[128,16384]",8,16777216,16777216,1024,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":131072,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/7/result/parts/AV/operator
ministral3_8b_2512/attention_prefill/131072,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_prefill,,131072,total,ports,550026346496,268435456,262273/128,4299161600,,,268435456,268435456,16384,0,0,131072,0,131072,,table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/8/result/ports
ministral3_8b_2512/attention_prefill/131072,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_prefill,,131072,total,operator,275416875008,268435456,131329/128,,,,268435456,268435456,16384,0,0,131072,0,131072,,table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/8/result/operator
ministral3_8b_2512/attention_prefill/131072,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_prefill,,131072,QK,ports,275146342400,134217728,2050,2149580800,"[131072,128]",8,134217728,134217728,8192,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":1048576,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/8/result/parts/QK/ports
ministral3_8b_2512/attention_prefill/131072,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_prefill,,131072,QK,operator,536870912,134217728,4,,"[131072,128]",8,134217728,134217728,8192,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":1048576,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/8/result/parts/QK/operator
ministral3_8b_2512/attention_prefill/131072,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_prefill,,131072,AV,ports,274880004096,134217728,131073/64,2149580800,"[128,131072]",8,134217728,134217728,8192,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":1048576,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/8/result/parts/AV/ports
ministral3_8b_2512/attention_prefill/131072,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_prefill,,131072,AV,operator,274880004096,134217728,131073/64,,"[128,131072]",8,134217728,134217728,8192,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":1048576,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/8/result/parts/AV/operator
ministral3_8b_2512/attention_decode/1024,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_decode,,1024,total,ports,65536,2048,32,512,,,2097152,2097152,128,0,1023,1024,2095104,1,,table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/9/result/ports
ministral3_8b_2512/attention_decode/1024,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_decode,,1024,total,operator,36864,2048,18,,,,2097152,2097152,128,0,1023,1024,2095104,1,,table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/9/result/operator
ministral3_8b_2512/attention_decode/1024,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_decode,,1024,QK,ports,32768,1024,32,256,"[1024,128]",8,1048576,1048576,64,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":8,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/9/result/parts/QK/ports
ministral3_8b_2512/attention_decode/1024,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_decode,,1024,QK,operator,4096,1024,4,,"[1024,128]",8,1048576,1048576,64,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":8,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/9/result/parts/QK/operator
ministral3_8b_2512/attention_decode/1024,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_decode,,1024,AV,ports,32768,1024,32,256,"[128,1024]",8,1048576,1048576,64,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":8,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/9/result/parts/AV/ports
ministral3_8b_2512/attention_decode/1024,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_decode,,1024,AV,operator,32768,1024,32,,"[128,1024]",8,1048576,1048576,64,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":8,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/9/result/parts/AV/operator
ministral3_8b_2512/attention_decode/16384,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_decode,,16384,total,ports,1048576,2048,512,8192,,,33554432,33554432,2048,0,16383,16384,33552384,1,,table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/10/result/ports
ministral3_8b_2512/attention_decode/16384,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_decode,,16384,total,operator,528384,2048,258,,,,33554432,33554432,2048,0,16383,16384,33552384,1,,table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/10/result/operator
ministral3_8b_2512/attention_decode/16384,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_decode,,16384,QK,ports,524288,1024,512,4096,"[16384,128]",8,16777216,16777216,1024,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":8,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/10/result/parts/QK/ports
ministral3_8b_2512/attention_decode/16384,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_decode,,16384,QK,operator,4096,1024,4,,"[16384,128]",8,16777216,16777216,1024,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":8,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/10/result/parts/QK/operator
ministral3_8b_2512/attention_decode/16384,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_decode,,16384,AV,ports,524288,1024,512,4096,"[128,16384]",8,16777216,16777216,1024,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":8,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/10/result/parts/AV/ports
ministral3_8b_2512/attention_decode/16384,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_decode,,16384,AV,operator,524288,1024,512,,"[128,16384]",8,16777216,16777216,1024,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":8,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/10/result/parts/AV/operator
ministral3_8b_2512/attention_decode/131072,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_decode,,131072,total,ports,8388608,2048,4096,65536,,,268435456,268435456,16384,0,131071,131072,268433408,1,,table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/11/result/ports
ministral3_8b_2512/attention_decode/131072,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_decode,,131072,total,operator,4198400,2048,2050,,,,268435456,268435456,16384,0,131071,131072,268433408,1,,table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/11/result/operator
ministral3_8b_2512/attention_decode/131072,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_decode,,131072,QK,ports,4194304,1024,4096,32768,"[131072,128]",8,134217728,134217728,8192,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":8,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/11/result/parts/QK/ports
ministral3_8b_2512/attention_decode/131072,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_decode,,131072,QK,operator,4096,1024,4,,"[131072,128]",8,134217728,134217728,8192,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":8,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/11/result/parts/QK/operator
ministral3_8b_2512/attention_decode/131072,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_decode,,131072,AV,ports,4194304,1024,4096,32768,"[128,131072]",8,134217728,134217728,8192,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":8,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/11/result/parts/AV/ports
ministral3_8b_2512/attention_decode/131072,ministral3_8b_2512,d4883f9b36aa2e5d775730d3fdba3d30de51a8ef,0,attention_decode,,131072,AV,operator,4194304,1024,4096,,"[128,131072]",8,134217728,134217728,8192,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":8,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/11/result/parts/AV/operator
qwen36_35b_a3b/qkv_projection/one_token,qwen36_35b_a3b,995ad96eacd98c81ed38be0c5b274b04031597b0,3,qkv_projection,,,total,ports,147456,0,∞,1152,,,18874368,18874368,1152,6144,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/2/result/ports
qwen36_35b_a3b/qkv_projection/one_token,qwen36_35b_a3b,995ad96eacd98c81ed38be0c5b274b04031597b0,3,qkv_projection,,,total,operator,2048,0,∞,,,,18874368,18874368,1152,6144,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/2/result/operator
qwen36_35b_a3b/qkv_projection/one_token,qwen36_35b_a3b,995ad96eacd98c81ed38be0c5b274b04031597b0,3,qkv_projection,,,Q,ports,65536,0,∞,512,"[4096,2048]",1,8388608,8388608,512,,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/2/result/parts/Q/ports
qwen36_35b_a3b/qkv_projection/one_token,qwen36_35b_a3b,995ad96eacd98c81ed38be0c5b274b04031597b0,3,qkv_projection,,,Q,operator,2048,0,∞,,"[4096,2048]",1,8388608,8388608,512,,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/2/result/parts/Q/operator
qwen36_35b_a3b/qkv_projection/one_token,qwen36_35b_a3b,995ad96eacd98c81ed38be0c5b274b04031597b0,3,qkv_projection,,,G,ports,65536,0,∞,512,"[4096,2048]",1,8388608,8388608,512,,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/2/result/parts/G/ports
qwen36_35b_a3b/qkv_projection/one_token,qwen36_35b_a3b,995ad96eacd98c81ed38be0c5b274b04031597b0,3,qkv_projection,,,G,operator,2048,0,∞,,"[4096,2048]",1,8388608,8388608,512,,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/2/result/parts/G/operator
qwen36_35b_a3b/qkv_projection/one_token,qwen36_35b_a3b,995ad96eacd98c81ed38be0c5b274b04031597b0,3,qkv_projection,,,K,ports,8192,0,∞,64,"[512,2048]",1,1048576,1048576,64,,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/2/result/parts/K/ports
qwen36_35b_a3b/qkv_projection/one_token,qwen36_35b_a3b,995ad96eacd98c81ed38be0c5b274b04031597b0,3,qkv_projection,,,K,operator,2048,0,∞,,"[512,2048]",1,1048576,1048576,64,,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/2/result/parts/K/operator
qwen36_35b_a3b/qkv_projection/one_token,qwen36_35b_a3b,995ad96eacd98c81ed38be0c5b274b04031597b0,3,qkv_projection,,,V,ports,8192,0,∞,64,"[512,2048]",1,1048576,1048576,64,,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/2/result/parts/V/ports
qwen36_35b_a3b/qkv_projection/one_token,qwen36_35b_a3b,995ad96eacd98c81ed38be0c5b274b04031597b0,3,qkv_projection,,,V,operator,2048,0,∞,,"[512,2048]",1,1048576,1048576,64,,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/2/result/parts/V/operator
qwen36_35b_a3b/ffn_or_moe/8,qwen36_35b_a3b,995ad96eacd98c81ed38be0c5b274b04031597b0,3,ffn_or_moe,8,,total,ports,196608,3145728,1/16,1536,,,3145728,3145728,192,16384,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/6/result/ports
qwen36_35b_a3b/ffn_or_moe/8,qwen36_35b_a3b,995ad96eacd98c81ed38be0c5b274b04031597b0,3,ffn_or_moe,8,,total,operator,20480,3145728,5/768,,,,3145728,3145728,192,16384,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/6/result/operator
qwen36_35b_a3b/ffn_or_moe/8,qwen36_35b_a3b,995ad96eacd98c81ed38be0c5b274b04031597b0,3,ffn_or_moe,8,,gate,ports,65536,1048576,1/16,512,"[512,2048]",1,1048576,1048576,64,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/6/result/parts/gate/ports
qwen36_35b_a3b/ffn_or_moe/8,qwen36_35b_a3b,995ad96eacd98c81ed38be0c5b274b04031597b0,3,ffn_or_moe,8,,gate,operator,16384,1048576,1/64,,"[512,2048]",1,1048576,1048576,64,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/6/result/parts/gate/operator
qwen36_35b_a3b/ffn_or_moe/8,qwen36_35b_a3b,995ad96eacd98c81ed38be0c5b274b04031597b0,3,ffn_or_moe,8,,up,ports,65536,1048576,1/16,512,"[512,2048]",1,1048576,1048576,64,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/6/result/parts/up/ports
qwen36_35b_a3b/ffn_or_moe/8,qwen36_35b_a3b,995ad96eacd98c81ed38be0c5b274b04031597b0,3,ffn_or_moe,8,,up,operator,16384,1048576,1/64,,"[512,2048]",1,1048576,1048576,64,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/6/result/parts/up/operator
qwen36_35b_a3b/ffn_or_moe/8,qwen36_35b_a3b,995ad96eacd98c81ed38be0c5b274b04031597b0,3,ffn_or_moe,8,,down,ports,65536,1048576,1/16,512,"[2048,512]",1,1048576,1048576,64,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/6/result/parts/down/ports
qwen36_35b_a3b/ffn_or_moe/8,qwen36_35b_a3b,995ad96eacd98c81ed38be0c5b274b04031597b0,3,ffn_or_moe,8,,down,operator,4096,1048576,1/256,,"[2048,512]",1,1048576,1048576,64,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/6/result/parts/down/operator
qwen36_35b_a3b/ffn_or_moe/64,qwen36_35b_a3b,995ad96eacd98c81ed38be0c5b274b04031597b0,3,ffn_or_moe,64,,total,ports,1572864,3145728,1/2,12288,,,3145728,3145728,192,131072,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/7/result/ports
